customer_id,avg_transaction_amount,std_transaction_amount,total_transactions,total_transaction_value,num_fraud_flags
CUST_000001,50.684000000000005,34.139959431727505,5,253.42000000000002,0
CUST_000002,54.605,31.30454546334552,4,218.42,0
CUST_000003,77.072,98.1795127305081,5,385.36,0
CUST_000004,995.3585714285715,2266.9059291865096,7,6967.51,1
CUST_000005,229.3066666666667,292.0776679355453,6,1375.8400000000001,0
CUST_000006,32.132,27.5796078652326,5,160.66,0
CUST_000007,266.83,421.7770388724355,6,1600.98,0
CUST_000009,25.163999999999998,28.98623167413568,10,251.64,0
CUST_000010,87.62,66.76127744933186,7,613.34,0
CUST_000011,198.13600000000002,151.80916648872028,5,990.6800000000001,0
CUST_000013,135.60500000000002,74.2004337363783,4,542.4200000000001,0
CUST_000014,17.944,13.247106476510258,5,89.72,0
CUST_000015,39.725,37.60944258332702,8,317.8,0
CUST_000016,55.064,32.900219300180964,5,275.32,0
CUST_000017,375.27,389.3095137548015,3,1125.81,0
CUST_000018,22.39,0.0,1,22.39,0
CUST_000019,11.52125,16.356240781426518,8,92.17,0
CUST_000020,45.8025,49.00940955571695,4,183.21,0
CUST_000021,74.97500000000001,58.32178246590206,6,449.85,0
CUST_000022,62.265,31.841018356830237,2,124.53,0
CUST_000023,781.5799999999999,889.010278718231,7,5471.0599999999995,0
CUST_000024,58.71,48.890130565040074,4,234.84,0
CUST_000025,5.612500000000001,5.915884690109051,4,22.450000000000003,0
CUST_000026,21.183333333333334,16.310690768123013,3,63.550000000000004,0
CUST_000027,4.7025,4.22725580804695,4,18.81,0
CUST_000028,85.76333333333334,66.99460714614771,6,514.58,0
CUST_000029,352.7,362.10129963865086,4,1410.8,0
CUST_000030,19.795,9.807571055057414,2,39.59,0
CUST_000031,58.8675,33.46238223737216,4,235.47,0
CUST_000032,54.335,66.2294448615317,4,217.34,0
CUST_000033,68.3875,38.28765717129564,4,273.55,0
CUST_000034,116.43285714285715,116.23875109937673,7,815.03,0
CUST_000035,56.45333333333334,51.70943614725137,6,338.72,0
CUST_000036,51.525000000000006,56.37472808507964,4,206.10000000000002,0
CUST_000037,60.528,53.29847718274886,5,302.64,0
CUST_000038,4.766666666666667,3.9118069141169705,3,14.3,0
CUST_000039,43.89333333333334,29.896976993223465,3,131.68,0
CUST_000040,580.5357142857143,920.1864163827013,7,4063.75,1
CUST_000041,22.143333333333334,17.12210111717212,6,132.86,0
CUST_000042,37.356,32.60925221467061,5,186.78,0
CUST_000043,4.814285714285715,3.2423749379267104,7,33.7,0
CUST_000044,83.42666666666666,69.49506769068819,3,250.27999999999997,0
CUST_000045,36.03,27.690301551265197,2,72.06,0
CUST_000046,61.81428571428571,34.895161487491286,7,432.7,0
CUST_000047,48.88,44.88230052036103,3,146.64000000000001,0
CUST_000048,25.51,10.684056657780634,4,102.04,0
CUST_000049,96.445,87.31548793503552,4,385.78,0
CUST_000050,129.076,156.53731258073904,5,645.38,0
CUST_000051,242.88500000000002,331.1567085082227,6,1457.3100000000002,0
CUST_000052,200.31,108.07554795913214,4,801.24,0
CUST_000053,414.32428571428574,336.8213438831306,7,2900.27,0
CUST_000054,145.958,156.70615533539197,5,729.79,0
CUST_000055,54.47,38.32456783839839,3,163.41,0
CUST_000056,27.714,29.870941230567208,5,138.57,0
CUST_000057,135.5575,81.98126874475658,4,542.23,0
CUST_000058,90.775,29.796975797329946,4,363.1,0
CUST_000059,5.6850000000000005,5.762294103335349,4,22.740000000000002,0
CUST_000060,75.6675,52.171973558607114,4,302.67,0
CUST_000061,140.308,139.42062982213213,5,701.54,0
CUST_000062,24.296666666666667,9.143371004904772,3,72.89,0
CUST_000063,15.0275,8.670318621596325,4,60.11,0
CUST_000064,81.12,6.0669761825805715,2,162.24,0
CUST_000065,100.02,61.48537956294977,3,300.06,0
CUST_000066,31.185714285714283,25.206398564083457,7,218.29999999999998,0
CUST_000067,66.31666666666668,46.20951669659978,3,198.95000000000002,0
CUST_000068,18.93,0.0,1,18.93,0
CUST_000069,207.164,178.5414349107792,5,1035.82,0
CUST_000070,67.86666666666666,32.63997753267201,3,203.6,0
CUST_000071,165.25799999999998,95.46474307303194,5,826.29,0
CUST_000072,31.2075,22.855293150602993,4,124.83,0
CUST_000073,120.42,0.0,1,120.42,0
CUST_000074,41.11,0.0,1,41.11,0
CUST_000075,19.677500000000002,12.447396983573178,4,78.71000000000001,0
CUST_000076,69.13499999999999,29.74071227571167,4,276.53999999999996,0
CUST_000077,301.858,143.22099695924476,5,1509.29,0
CUST_000078,84.99714285714286,130.19801377316088,7,594.98,0
CUST_000079,71.8,78.3615734910932,2,143.6,0
CUST_000081,118.41,105.0226792173957,5,592.05,0
CUST_000082,21.322,11.992646496916349,5,106.61,0
CUST_000083,64.71,15.065102057404056,3,194.13,0
CUST_000084,86.9875,51.36732838098551,4,347.95,0
CUST_000085,147.44750000000002,126.36346422786401,4,589.7900000000001,0
CUST_000086,114.45250000000001,116.7291018769527,4,457.81000000000006,0
